Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Rainfall_Condition,Temperature_Condition,Humidity_Condition,Climate_Extreme_Flag,Climate_Stress_Score,Climate_Stress_Level
5995,Punjab,Jalandhar,2022,Kharif,Wheat,2073.72,20.4,36.7,Black,Canal,165.74,24.43,4709.27,4.59,47112.62,226841.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6002,Punjab,Jalandhar,2022,Rabi,Maize,477.96,24.9,40.1,Alluvial,Tube Well,237.15,52.26,4243.15,8.45,21431.11,321439.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6009,Punjab,Jalandhar,2022,Zaid,Cotton,759.27,18.3,38.4,Red,Tube Well,142.39,47.44,4576.95,8.0,17349.62,513771.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6015,Punjab,Bathinda,2022,Kharif,Maize,495.79,30.8,89.8,Alluvial,Drip,137.59,20.54,151.58,2.31,24382.8,6070.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6022,Punjab,Bathinda,2022,Zaid,Maize,1331.23,18.8,38.6,Red,Tube Well,173.14,19.12,3185.45,7.47,37719.08,201238.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6023,Punjab,Bathinda,2022,Rabi,Sugarcane,986.92,19.2,87.2,Red,Canal,432.99,11.03,1291.66,4.93,49945.53,108614.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
6027,Punjab,Bathinda,2022,Rabi,Rice,1911.54,19.8,36.3,Alluvial,Canal,284.25,20.65,2984.82,7.6,15709.35,196309.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6036,Maharashtra,Pune,2022,Kharif,Sugarcane,948.96,18.1,38.9,Alluvial,Tube Well,90.34,25.33,2475.04,5.85,37498.32,125904.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6043,Maharashtra,Pune,2022,Rabi,Sugarcane,2146.69,36.0,38.9,Sandy,Drip,384.74,38.39,3194.65,7.18,16796.74,192885.0,Higher relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
6050,Maharashtra,Nashik,2022,Zaid,Millets,494.71,37.6,88.9,Alluvial,Drip,215.34,8.76,1004.9,1.66,22717.49,20778.0,Lower relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
6055,Maharashtra,Nashik,2022,Rabi,Pulses,1416.03,19.3,87.6,Alluvial,Drip,438.04,58.81,4141.83,6.27,37084.74,339830.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
6072,Maharashtra,Nagpur,2022,Zaid,Maize,1890.4,36.6,35.4,Alluvial,Canal,319.06,16.55,715.13,1.42,28054.67,11054.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
6077,Maharashtra,Nagpur,2022,Zaid,Rice,2137.39,36.7,35.2,Alluvial,Tube Well,370.24,42.44,4102.89,1.88,34360.76,78659.0,Higher relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
6088,Maharashtra,Aurangabad,2022,Zaid,Cotton,771.87,19.9,38.2,Laterite,Drip,105.69,27.78,1228.9,7.49,31620.56,128845.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6091,Maharashtra,Aurangabad,2022,Zaid,Cotton,473.48,23.6,89.4,Black,Rain-fed,150.52,44.93,4604.99,5.44,16298.56,410008.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6092,Maharashtra,Aurangabad,2022,Rabi,Wheat,1057.54,36.0,37.8,Alluvial,Drip,204.17,34.96,3423.9,1.21,28866.72,68868.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
6094,Maharashtra,Aurangabad,2022,Kharif,Cotton,1374.99,18.7,36.2,Red,Rain-fed,145.85,43.52,781.36,2.47,29188.65,21556.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6098,Maharashtra,Aurangabad,2022,Rabi,Millets,472.36,32.3,86.9,Alluvial,Drip,101.7,36.02,3860.45,5.44,59090.59,363130.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6100,Maharashtra,Aurangabad,2022,Zaid,Cotton,470.01,18.2,75.5,Sandy,Drip,195.78,54.06,4777.31,2.02,47187.96,130666.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6120,Maharashtra,Kolhapur,2022,Zaid,Maize,1288.08,36.1,89.1,Laterite,Drip,89.31,50.51,4287.49,6.82,36262.77,384352.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6135,Karnataka,Bengaluru,2022,Kharif,Wheat,550.78,26.5,88.4,Alluvial,Rain-fed,431.75,56.31,796.4,2.52,18865.14,26397.000000000004,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6137,Karnataka,Bengaluru,2022,Zaid,Sugarcane,2143.97,19.8,52.3,Alluvial,Drip,244.71,23.16,2296.34,1.47,17455.46,35274.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6147,Karnataka,Mysuru,2022,Zaid,Cotton,2196.04,34.9,88.5,Alluvial,Rain-fed,220.04,59.43,2360.29,6.54,51085.27,127081.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6166,Karnataka,Hubli,2022,Rabi,Cotton,602.77,18.2,35.4,Sandy,Rain-fed,296.18,34.38,2373.96,5.9,31924.02,207728.00000000003,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6174,Karnataka,Hubli,2022,Rabi,Pulses,483.56,37.3,77.8,Red,Rain-fed,287.66,41.6,3383.09,4.04,43667.87,211067.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6180,Karnataka,Belagavi,2022,Rabi,Millets,575.15,37.0,66.4,Laterite,Canal,97.13,46.27,4381.57,6.11,55681.55,331070.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6188,Karnataka,Belagavi,2022,Zaid,Sugarcane,460.01,37.3,70.3,Alluvial,Sprinkler,116.22,59.59,188.21,4.85,55738.53,14505.000000000002,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6189,Karnataka,Belagavi,2022,Zaid,Maize,496.21,23.6,38.9,Sandy,Drip,437.2,37.78,4152.38,3.61,63125.33,247214.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6197,Karnataka,Mangalore,2022,Rabi,Millets,467.92,22.1,89.5,Laterite,Tube Well,425.62,44.53,3907.72,3.93,45743.21,264089.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6212,Tamil Nadu,Chennai,2022,Zaid,Millets,2144.57,27.7,88.0,Laterite,Tube Well,287.72,37.0,942.84,1.56,18886.28,24837.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6215,Tamil Nadu,Chennai,2022,Kharif,Pulses,558.9,35.5,85.0,Laterite,Tube Well,108.31,37.22,553.3,4.77,45258.03,41758.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6217,Tamil Nadu,Chennai,2022,Rabi,Cotton,2161.52,27.1,86.7,Red,Sprinkler,396.12,34.57,1354.1,5.58,19026.86,108271.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6219,Tamil Nadu,Chennai,2022,Rabi,Wheat,1830.07,19.7,88.9,Alluvial,Sprinkler,238.39,31.91,2620.77,6.58,53551.76,245666.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
6224,Tamil Nadu,Chennai,2022,Kharif,Rice,1962.31,36.3,86.7,Alluvial,Canal,55.94,30.81,3877.7,1.69,51097.05,92538.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6265,Tamil Nadu,Salem,2022,Rabi,Rice,573.63,36.1,61.9,Black,Drip,291.6,20.51,2744.45,6.67,13786.27,237311.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6267,Tamil Nadu,Salem,2022,Zaid,Wheat,580.11,19.9,78.9,Laterite,Drip,103.98,19.14,4659.47,4.15,23072.15,166118.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6286,Tamil Nadu,Tiruchirappalli,2022,Zaid,Sugarcane,1324.31,37.2,86.8,Laterite,Drip,448.3,51.2,581.43,5.44,18400.2,36872.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6292,Tamil Nadu,Tiruchirappalli,2022,Rabi,Maize,1857.88,36.6,36.6,Red,Tube Well,236.14,38.14,3440.25,3.28,22628.29,192081.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
6294,Tamil Nadu,Tiruchirappalli,2022,Kharif,Rice,2110.06,18.1,37.3,Red,Canal,395.19,20.41,2340.61,6.55,27847.87,240214.0,Higher relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
6304,Rajasthan,Jaipur,2022,Kharif,Barley,2083.0,38.0,79.3,Laterite,Sprinkler,116.6,6.95,2451.78,6.79,47648.63,230650.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6324,Rajasthan,Jodhpur,2022,Kharif,Millets,2139.59,34.9,86.4,Red,Tube Well,188.45,32.84,4023.61,4.35,38819.17,224250.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6341,Rajasthan,Udaipur,2022,Rabi,Wheat,2164.07,36.1,54.1,Laterite,Drip,258.19,12.78,2850.99,7.47,12229.7,293164.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6342,Rajasthan,Udaipur,2022,Zaid,Cotton,2042.45,19.6,57.9,Sandy,Sprinkler,283.14,22.46,3278.99,4.28,58207.31,237573.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6365,Rajasthan,Kota,2022,Rabi,Cotton,2113.79,19.0,80.3,Sandy,Tube Well,83.82,38.11,4649.16,1.64,27168.37,128436.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6368,Rajasthan,Kota,2022,Kharif,Millets,549.23,18.6,56.8,Black,Sprinkler,387.03,46.75,1456.92,5.59,60777.39,122982.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6370,Rajasthan,Kota,2022,Zaid,Wheat,1548.26,18.6,36.4,Laterite,Tube Well,188.01,14.42,4260.76,4.43,44643.9,263148.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6378,Rajasthan,Ajmer,2022,Zaid,Pulses,519.8,36.8,39.7,Alluvial,Rain-fed,243.95,42.4,1145.97,3.61,56343.51,66024.0,Lower relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
6382,Rajasthan,Ajmer,2022,Zaid,Sugarcane,2117.8,19.1,74.4,Sandy,Sprinkler,213.77,52.47,420.31,8.04,18111.49,34996.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6385,Rajasthan,Ajmer,2022,Kharif,Rice,428.55,30.7,86.4,Black,Canal,322.65,55.65,2271.45,2.68,30127.74,74093.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6389,Rajasthan,Ajmer,2022,Kharif,Sugarcane,1197.16,19.0,38.9,Sandy,Drip,162.06,31.95,685.26,1.64,58249.54,10026.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6392,West Bengal,Kolkata,2022,Kharif,Sugarcane,466.75,37.8,58.2,Black,Sprinkler,91.05,39.82,3496.98,5.08,41373.1,186619.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6403,West Bengal,Kolkata,2022,Rabi,Rice,424.47,37.5,78.1,Red,Drip,128.41,45.36,4017.82,1.96,49414.59,73511.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6406,West Bengal,Kolkata,2022,Kharif,Barley,402.83,19.1,36.1,Red,Canal,315.86,56.35,1091.9,8.28,49646.93,150760.0,Lower relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
6410,West Bengal,Howrah,2022,Kharif,Cotton,2026.25,26.3,39.7,Black,Drip,110.45,51.03,4147.48,4.51,52768.13,177887.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6438,West Bengal,Darjeeling,2022,Kharif,Pulses,1697.89,19.5,39.2,Sandy,Rain-fed,55.94,12.95,4887.69,6.82,38487.72,313166.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6458,West Bengal,Siliguri,2022,Zaid,Cotton,903.51,36.7,35.2,Red,Rain-fed,390.56,38.18,3329.69,2.34,24815.69,121740.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
6470,West Bengal,Malda,2022,Zaid,Pulses,2191.63,36.0,78.2,Black,Tube Well,237.88,48.93,4434.07,7.2,24301.49,460838.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6479,West Bengal,Malda,2022,Kharif,Millets,828.26,38.0,37.2,Alluvial,Canal,434.12,36.23,4112.34,5.22,61726.15,344151.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
6505,Uttarakhand,Haridwar,2023,Kharif,Pulses,2111.38,29.5,39.3,Red,Drip,78.62,9.04,177.08,8.1,45384.18,16487.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6509,Uttarakhand,Haridwar,2023,Rabi,Rice,1991.4,37.6,88.6,Laterite,Canal,283.75,22.12,4584.5,3.58,59386.81,272180.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6524,Uttarakhand,Nainital,2023,Zaid,Barley,2031.35,36.5,75.8,Alluvial,Canal,79.4,26.97,4519.26,6.33,58476.5,304654.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6529,Uttarakhand,Nainital,2023,Kharif,Millets,753.77,37.6,89.0,Alluvial,Tube Well,172.65,44.65,898.11,1.39,47634.56,17336.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6555,Uttarakhand,Pauri,2023,Kharif,Pulses,2128.78,19.0,87.1,Black,Tube Well,234.3,35.4,1407.95,7.21,46095.01,141267.0,Higher relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
6562,Uttarakhand,Pauri,2023,Kharif,Pulses,2083.43,37.9,56.5,Alluvial,Sprinkler,412.75,58.75,2697.35,8.24,52739.55,204859.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6576,Uttar Pradesh,Lucknow,2023,Zaid,Sugarcane,2181.33,27.7,86.3,Sandy,Drip,402.48,42.44,2902.08,5.0,63881.46,224372.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6579,Uttar Pradesh,Lucknow,2023,Zaid,Barley,436.84,35.5,89.9,Laterite,Tube Well,211.96,7.47,1943.79,4.0,36690.92,105318.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6586,Uttar Pradesh,Lucknow,2023,Zaid,Pulses,1303.06,19.0,85.4,Laterite,Drip,395.13,28.81,518.58,1.5,51779.01,10678.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
6588,Uttar Pradesh,Lucknow,2023,Rabi,Wheat,420.11,19.9,67.8,Alluvial,Sprinkler,250.31,42.47,1076.21,2.11,21556.56,24966.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6594,Uttar Pradesh,Kanpur,2023,Kharif,Wheat,460.07,18.6,44.6,Red,Canal,289.79,44.88,506.98,6.54,44263.27,35124.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6605,Uttar Pradesh,Kanpur,2023,Kharif,Barley,2068.36,36.7,88.0,Alluvial,Rain-fed,260.89,33.52,3186.12,4.19,31115.64,178104.0,Higher relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
6616,Uttar Pradesh,Varanasi,2023,Kharif,Maize,1489.33,37.2,86.8,Black,Sprinkler,304.91,13.4,3484.86,3.44,12489.29,131032.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6626,Uttar Pradesh,Agra,2023,Rabi,Cotton,2032.36,37.2,83.5,Sandy,Drip,249.01,10.4,471.82,8.38,57386.83,68474.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6632,Uttar Pradesh,Agra,2023,Zaid,Pulses,2188.9,37.3,52.1,Alluvial,Drip,437.35,7.43,3648.84,7.33,63904.24,431805.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6637,Uttar Pradesh,Agra,2023,Kharif,Sugarcane,2089.73,30.9,86.0,Red,Tube Well,360.19,59.88,1877.33,6.17,55248.68,172108.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6641,Uttar Pradesh,Agra,2023,Rabi,Wheat,2022.71,20.8,38.7,Alluvial,Tube Well,405.73,56.78,4009.35,7.06,56967.41,445942.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6644,Uttar Pradesh,Meerut,2023,Zaid,Barley,574.97,36.0,76.8,Sandy,Drip,226.06,49.69,1263.25,4.05,60358.07,50863.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6651,Uttar Pradesh,Meerut,2023,Rabi,Rice,2028.0,37.1,67.6,Alluvial,Rain-fed,357.88,45.46,2296.96,4.97,53747.83,116491.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6660,Uttar Pradesh,Meerut,2023,Rabi,Millets,511.62,23.2,35.5,Red,Rain-fed,213.77,53.87,2834.14,1.24,32925.38,47983.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6663,Punjab,Ludhiana,2023,Zaid,Wheat,854.82,18.9,35.7,Red,Drip,182.08,47.94,3396.5,7.48,41839.25,408087.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6665,Punjab,Ludhiana,2023,Kharif,Barley,2029.22,36.9,39.7,Sandy,Tube Well,132.31,45.56,1083.74,6.0,59428.97,98830.0,Higher relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
6670,Punjab,Ludhiana,2023,Rabi,Barley,467.41,18.1,74.6,Alluvial,Sprinkler,100.07,35.19,2813.85,6.37,14651.7,189363.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6699,Punjab,Patiala,2023,Zaid,Maize,480.45,19.9,49.8,Laterite,Rain-fed,415.65,12.1,2703.4,5.64,64742.87,162690.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6704,Punjab,Patiala,2023,Kharif,Cotton,607.32,19.4,89.2,Sandy,Canal,230.82,12.5,4078.26,5.98,32723.8,251983.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
6707,Punjab,Patiala,2023,Zaid,Barley,459.91,36.7,60.9,Black,Drip,159.8,53.04,4330.75,5.75,39786.58,290053.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6717,Punjab,Jalandhar,2023,Zaid,Barley,817.19,37.1,88.5,Black,Drip,245.73,11.3,2701.28,4.65,62937.17,164730.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6744,Punjab,Bathinda,2023,Kharif,Pulses,580.84,37.3,69.9,Red,Canal,263.66,46.26,4953.06,2.29,45340.81,138835.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6754,Maharashtra,Pune,2023,Rabi,Cotton,434.32,18.5,85.9,Laterite,Drip,273.8,5.56,1596.32,5.07,14921.5,114235.0,Lower relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
6765,Maharashtra,Pune,2023,Zaid,Millets,1361.67,19.0,86.9,Sandy,Drip,406.49,14.93,1295.83,3.91,52135.25,73758.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
6777,Maharashtra,Nashik,2023,Rabi,Cotton,419.24,18.7,73.3,Black,Sprinkler,378.34,20.35,929.15,5.7,26922.22,56241.99999999999,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6790,Maharashtra,Nagpur,2023,Rabi,Rice,1081.45,18.7,89.4,Laterite,Sprinkler,298.31,28.07,1689.51,4.0,16216.41,82208.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
6795,Maharashtra,Nagpur,2023,Rabi,Maize,1611.87,36.8,88.4,Red,Drip,218.16,18.22,3771.35,6.27,43442.65,196877.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6813,Maharashtra,Aurangabad,2023,Kharif,Millets,488.88,37.7,74.1,Sandy,Canal,361.35,30.22,151.54,4.74,22872.58,12549.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6818,Maharashtra,Aurangabad,2023,Rabi,Millets,1232.63,37.3,86.6,Sandy,Rain-fed,397.29,25.28,4477.8,8.44,40855.69,375601.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
6839,Maharashtra,Kolhapur,2023,Kharif,Sugarcane,445.23,18.2,68.6,Red,Sprinkler,285.3,31.81,2693.88,3.51,62226.56,121819.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6842,Karnataka,Bengaluru,2023,Rabi,Pulses,518.57,18.9,54.1,Alluvial,Drip,429.9,59.35,2489.13,3.6,61782.8,117845.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6847,Karnataka,Bengaluru,2023,Zaid,Barley,473.79,18.7,68.8,Laterite,Drip,255.62,14.23,1553.98,6.82,45306.97,165656.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6849,Karnataka,Bengaluru,2023,Rabi,Rice,416.97,36.4,84.7,Black,Rain-fed,155.22,49.52,4459.69,6.55,33300.97,294102.0,Lower relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
6854,Karnataka,Bengaluru,2023,Zaid,Wheat,2044.09,36.1,64.8,Red,Tube Well,427.24,31.92,1604.5,3.72,49246.67,98714.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6858,Karnataka,Bengaluru,2023,Rabi,Cotton,409.31,19.5,55.2,Sandy,Sprinkler,396.77,57.68,3922.57,4.31,40951.74,168138.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6862,Karnataka,Mysuru,2023,Kharif,Barley,2040.97,21.4,40.2,Red,Canal,101.91,57.9,587.1,6.03,59319.57,60501.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6902,Karnataka,Belagavi,2023,Rabi,Wheat,2181.34,18.2,59.0,Alluvial,Drip,341.89,26.56,4341.5,6.07,46948.93,219595.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6903,Karnataka,Belagavi,2023,Zaid,Wheat,2082.57,31.4,38.5,Alluvial,Sprinkler,226.93,13.41,2738.51,3.63,33074.47,167425.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6905,Karnataka,Belagavi,2023,Zaid,Sugarcane,446.47,37.8,73.6,Red,Sprinkler,67.36,32.53,3454.16,5.89,51544.19,200463.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6928,Karnataka,Mangalore,2023,Zaid,Millets,875.7,19.4,40.0,Sandy,Rain-fed,66.63,30.67,3627.81,7.71,64673.11,424508.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6931,Tamil Nadu,Chennai,2023,Kharif,Rice,507.76,29.7,87.4,Red,Sprinkler,354.39,48.23,1385.86,3.13,62444.72,48464.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
6934,Tamil Nadu,Chennai,2023,Kharif,Pulses,2172.38,36.0,41.3,Red,Tube Well,447.73,33.86,2621.54,8.07,17192.33,183695.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
6946,Tamil Nadu,Chennai,2023,Kharif,Maize,1209.81,20.0,37.8,Sandy,Sprinkler,402.03,45.86,3122.31,7.55,54120.76,396041.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
6947,Tamil Nadu,Chennai,2023,Rabi,Wheat,1102.63,38.0,36.8,Sandy,Tube Well,214.69,50.77,2225.44,2.71,25656.31,92235.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
6949,Tamil Nadu,Coimbatore,2023,Zaid,Wheat,439.29,24.0,38.8,Red,Drip,391.72,49.84,4706.78,1.31,38830.09,59255.99999999999,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
6991,Tamil Nadu,Salem,2023,Kharif,Rice,2069.21,22.8,36.0,Black,Sprinkler,271.28,24.82,3367.0,5.0,25659.91,181170.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
7046,Rajasthan,Jodhpur,2023,Zaid,Sugarcane,550.05,36.4,69.9,Laterite,Tube Well,64.34,29.58,737.19,8.06,47004.27,87263.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
7047,Rajasthan,Jodhpur,2023,Kharif,Cotton,593.31,37.2,37.0,Alluvial,Rain-fed,94.91,52.05,707.11,7.38,22367.72,58035.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
7071,Rajasthan,Udaipur,2023,Rabi,Wheat,417.58,35.3,89.6,Black,Drip,123.87,58.74,874.88,3.57,56546.1,49401.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
7073,Rajasthan,Udaipur,2023,Rabi,Millets,492.05,33.2,85.5,Sandy,Tube Well,291.16,41.85,3256.83,3.86,55883.41,118136.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
