Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Estimated_Production_tons,Yield_per_Fertilizer_kg,Yield_per_Pesticide_kg,Profit_per_hectare_INR,Production_per_hectare,Fertilizer_per_hectare,Pesticide_per_hectare,Fertilizer_Use_Flag,Pesticide_Use_Flag,Analytical_Resource_Risk
6092,Maharashtra,Aurangabad,2022,Rabi,Wheat,1057.54,36.0,37.8,Alluvial,Drip,204.17,34.96,3423.9,1.21,28866.72,68868.0,4142.919,0.005926433854141157,0.03461098398169336,20.113905195829318,1.21,0.05963083033967113,0.010210578579981892,Moderate relative use,Moderate relative use,False
6093,Maharashtra,Aurangabad,2022,Kharif,Cotton,896.09,32.1,40.1,Laterite,Sprinkler,337.1,46.28,2565.53,5.69,20162.0,182566.0,14597.865700000002,0.01687926431326016,0.12294727744165947,71.16112460193409,5.69,0.131395851929231,0.018039157600963543,Moderate relative use,Moderate relative use,False
6094,Maharashtra,Aurangabad,2022,Kharif,Cotton,1374.99,18.7,36.2,Red,Rain-fed,145.85,43.52,781.36,2.47,29188.65,21556.0,1929.9592000000002,0.01693520740486802,0.05675551470588235,27.587795638374118,2.47,0.18666171803010134,0.055697757755708,Lower relative use,Moderate relative use,False
6095,Maharashtra,Aurangabad,2022,Kharif,Wheat,1068.66,32.4,41.1,Alluvial,Canal,71.01,50.55,4975.15,2.14,39013.55,153807.0,10646.821,0.0301366004788058,0.04233432245301682,30.915047787503898,2.14,0.014272936494377057,0.010160497673436982,Lower relative use,Higher relative use,False
6096,Maharashtra,Aurangabad,2022,Rabi,Rice,2004.93,23.1,42.9,Alluvial,Drip,194.71,56.86,2579.22,4.2,14333.01,151397.0,10832.724,0.021570540804273022,0.07386563489271897,58.698753886834005,4.2,0.07549181535502983,0.02204542458572747,Moderate relative use,Higher relative use,False
6097,Maharashtra,Aurangabad,2022,Kharif,Maize,963.96,30.4,87.3,Sandy,Drip,62.48,10.78,2755.25,3.57,20668.98,87055.0,9836.2425,0.057138284250960306,0.33116883116883117,31.59604391616006,3.5700000000000003,0.022676708102713,0.003912530623355412,Lower relative use,Lower relative use,False
6098,Maharashtra,Aurangabad,2022,Rabi,Millets,472.36,32.3,86.9,Alluvial,Drip,101.7,36.02,3860.45,5.44,59090.59,363130.0,21000.848,0.05349065880039332,0.1510272071071627,94.0641635042547,5.44,0.02634407905814089,0.009330518462873501,Lower relative use,Moderate relative use,False
6099,Maharashtra,Aurangabad,2022,Rabi,Millets,597.48,35.3,84.7,Black,Rain-fed,361.51,48.6,154.29,4.96,62374.29,13619.0,765.2783999999999,0.01372022903930735,0.10205761316872428,88.2688443839523,4.96,2.343055285501329,0.3149912502430488,Higher relative use,Higher relative use,False
6100,Maharashtra,Aurangabad,2022,Zaid,Cotton,470.01,18.2,75.5,Sandy,Drip,195.78,54.06,4777.31,2.02,47187.96,130666.0,9650.166200000001,0.010317703544795179,0.03736588975212726,27.351375564909958,2.02,0.040981221649840596,0.011315991635460123,Moderate relative use,Higher relative use,False
6101,Maharashtra,Aurangabad,2022,Zaid,Cotton,1745.01,27.9,87.3,Sandy,Canal,163.52,21.44,2577.68,5.51,36060.77,135638.0,14203.0168,0.03369618395303327,0.2569962686567164,52.620185593246646,5.51,0.06343688898544428,0.008317556872846903,Moderate relative use,Moderate relative use,False
6102,Maharashtra,Aurangabad,2022,Rabi,Rice,1129.46,33.5,75.2,Black,Canal,214.22,41.66,2007.2,4.07,45254.54,80404.0,8169.304000000001,0.01899915974232098,0.09769563130100818,40.057791948983656,4.07,0.10672578716620167,0.020755280988441607,Moderate relative use,Moderate relative use,False
6103,Maharashtra,Kolhapur,2022,Rabi,Maize,1473.87,26.8,80.2,Sandy,Rain-fed,394.36,30.28,2761.02,7.23,27516.47,263433.0,19962.174600000002,0.018333502383608886,0.23877146631439894,95.41147836669057,7.23,0.14283127250074248,0.010966961485248205,Higher relative use,Moderate relative use,False
6104,Maharashtra,Kolhapur,2022,Kharif,Rice,1109.06,35.8,86.5,Red,Canal,220.45,23.89,3938.53,3.36,39037.32,144680.0,13233.4608,0.01524155137219324,0.1406446211804102,36.734517700766524,3.36,0.05597265985024869,0.006065714873315678,Moderate relative use,Moderate relative use,False
6105,Maharashtra,Kolhapur,2022,Rabi,Pulses,2177.86,33.7,57.7,Laterite,Drip,264.2,47.49,688.89,3.14,18056.62,32835.0,2163.1146,0.011884935654806965,0.06611918298589177,47.66363280059226,3.1399999999999997,0.38351551045885407,0.06893698558550712,Moderate relative use,Higher relative use,False
6106,Maharashtra,Kolhapur,2022,Kharif,Sugarcane,1839.16,18.6,45.5,Black,Rain-fed,230.18,55.98,1727.19,3.23,20956.03,97377.0,5578.8237,0.014032496307237814,0.05769917827795642,56.37885814531117,3.23,0.13326848812232586,0.03241102600177166,Moderate relative use,Higher relative use,False
6107,Maharashtra,Kolhapur,2022,Zaid,Sugarcane,680.53,18.1,80.0,Red,Drip,182.78,37.59,880.36,6.45,37252.72,93121.0,5678.322,0.03528832476200897,0.17158818834796488,105.77604616293334,6.45,0.20761961015948022,0.042698441546640015,Moderate relative use,Moderate relative use,False
6108,Maharashtra,Kolhapur,2022,Zaid,Barley,2079.82,35.0,59.0,Red,Drip,321.41,18.46,3281.92,4.24,22267.41,198321.0,13915.340800000002,0.013191873308235586,0.2296858071505959,60.428346821372855,4.24,0.09793352671606864,0.00562475624024961,Moderate relative use,Lower relative use,False
6109,Maharashtra,Kolhapur,2022,Zaid,Pulses,1631.27,20.9,89.4,Black,Tube Well,397.38,5.39,3512.64,1.9,19929.7,60734.0,6674.016,0.004781317630479642,0.3525046382189239,17.290129361392,1.9,0.11312858704564088,0.0015344584130454586,Higher relative use,Lower relative use,False
6110,Maharashtra,Kolhapur,2022,Zaid,Barley,1322.79,25.4,66.3,Alluvial,Canal,211.76,39.73,478.34,1.84,60949.76,14730.000000000002,880.1456,0.008689081979599547,0.04631261011829852,30.79399590249614,1.84,0.44269766275034494,0.08305807584563281,Moderate relative use,Moderate relative use,False
6111,Maharashtra,Kolhapur,2022,Zaid,Maize,1300.95,35.3,52.6,Alluvial,Tube Well,275.37,58.41,3062.55,7.07,14890.64,240735.0,21652.2285,0.02567454697316338,0.12104091765108715,78.60606357447224,7.07,0.08991526668952343,0.019072341676054268,Moderate relative use,Higher relative use,False
6112,Maharashtra,Kolhapur,2022,Kharif,Millets,1599.76,18.4,76.1,Red,Canal,170.6,15.23,4696.05,6.73,14902.37,400544.0,31604.416500000003,0.03944900351699883,0.44189100459619174,85.293810755848,6.73,0.03632840365839375,0.003243151158952737,Moderate relative use,Lower relative use,False
6113,Maharashtra,Kolhapur,2022,Kharif,Rice,435.4,27.2,42.3,Laterite,Canal,320.61,12.19,4064.29,5.47,61387.24,307641.0,22231.666299999997,0.017061227035962693,0.44872846595570137,75.69366359191888,5.47,0.07888462683519139,0.0029992938496022675,Moderate relative use,Lower relative use,False
6114,Maharashtra,Kolhapur,2022,Kharif,Cotton,754.55,30.7,80.6,Alluvial,Sprinkler,86.26,25.57,1036.84,5.52,55767.47,102038.0,5723.356799999999,0.06399258057036865,0.21587798201016814,98.41248408626211,5.52,0.0831950927819143,0.024661471393850547,Lower relative use,Moderate relative use,False
6115,Maharashtra,Kolhapur,2022,Kharif,Millets,657.07,23.4,89.7,Alluvial,Canal,292.36,17.68,505.07,3.71,55176.25,18541.0,1873.8097,0.012689834450677246,0.20984162895927602,36.709763003148076,3.71,0.5788504563723841,0.035005048805116123,Moderate relative use,Lower relative use,False
6116,Maharashtra,Kolhapur,2022,Zaid,Pulses,1465.8,25.6,68.4,Alluvial,Sprinkler,189.72,24.84,1589.67,5.54,15996.46,152359.0,8806.7718,0.02920092768290112,0.22302737520128824,95.84316241735706,5.54,0.11934552454282964,0.015625884617562136,Moderate relative use,Moderate relative use,False
6117,Maharashtra,Kolhapur,2022,Zaid,Pulses,2040.52,27.9,48.0,Black,Drip,99.55,43.85,1001.23,2.83,59760.55,30203.0,2833.4809,0.02842792566549473,0.0645381984036488,30.16589594798398,2.83,0.09942770392417326,0.043796130759166225,Lower relative use,Moderate relative use,False
6118,Maharashtra,Kolhapur,2022,Kharif,Millets,818.33,22.3,85.2,Sandy,Sprinkler,337.93,25.24,4612.4,4.58,59555.13,189494.0,21124.791999999998,0.013553102713579736,0.1814580031695721,41.08360072847108,4.58,0.07326554505246727,0.005472205359465788,Moderate relative use,Moderate relative use,False
6119,Maharashtra,Kolhapur,2022,Kharif,Barley,437.1,31.2,48.7,Laterite,Canal,242.08,36.11,237.69,3.65,20270.1,13731.0,867.5685,0.015077660277594183,0.10108003323179175,57.76852202448568,3.65,1.0184694349783332,0.15192056880811142,Moderate relative use,Moderate relative use,False
6120,Maharashtra,Kolhapur,2022,Zaid,Maize,1288.08,36.1,89.1,Laterite,Drip,89.31,50.51,4287.49,6.82,36262.77,384352.0,29240.6818,0.07636322920165715,0.13502276776875868,89.64499042563365,6.82,0.02083036928366014,0.011780785494543427,Lower relative use,Higher relative use,False
6121,Karnataka,Bengaluru,2022,Rabi,Millets,1315.16,21.1,56.3,Sandy,Drip,53.64,52.22,1102.25,6.62,61434.71,85596.0,7296.895,0.12341536167039523,0.12677135197242437,77.65570424132456,6.62,0.04866409616693128,0.04737582218190066,Lower relative use,Higher relative use,False
6122,Karnataka,Bengaluru,2022,Kharif,Barley,1158.25,24.4,69.0,Black,Canal,246.15,35.25,1131.02,2.27,23415.71,28965.0,2567.4154,0.009222019094048345,0.06439716312056738,25.609626708634686,2.27,0.2176354087460876,0.031166557620554897,Moderate relative use,Moderate relative use,False
6123,Karnataka,Bengaluru,2022,Zaid,Pulses,1005.9,25.0,43.6,Alluvial,Canal,411.28,48.46,4348.7,7.34,61710.63,363366.0,31919.458,0.01784672242754328,0.15146512587701197,83.5573849656219,7.34,0.09457539034654035,0.011143560144410975,Higher relative use,Higher relative use,False
6124,Karnataka,Bengaluru,2022,Kharif,Pulses,1654.69,28.9,89.0,Alluvial,Sprinkler,66.8,31.62,3936.47,4.72,18625.07,243049.0,18580.1384,0.07065868263473053,0.14927261227071473,61.74288131244491,4.72,0.016969518375600474,0.008032577410725853,Lower relative use,Moderate relative use,False
6125,Karnataka,Bengaluru,2022,Zaid,Rice,1404.4,28.1,35.5,Sandy,Canal,256.81,35.72,337.99,7.89,23696.75,35925.0,2666.7411,0.03072310268291733,0.22088465845464725,106.29012692683216,7.890000000000001,0.7598153791532294,0.10568360010651202,Moderate relative use,Moderate relative use,False
6126,Karnataka,Bengaluru,2022,Rabi,Rice,1739.67,22.4,84.1,Alluvial,Drip,142.62,6.2,2037.2,2.6,38139.82,72213.0,5296.72,0.018230262235310615,0.41935483870967744,35.447182407225604,2.6,0.07000785391714118,0.003043392892204987,Lower relative use,Lower relative use,False
6127,Karnataka,Bengaluru,2022,Rabi,Barley,1447.14,18.0,42.3,Sandy,Tube Well,339.93,8.32,2404.11,3.02,27198.97,79293.0,7260.412200000001,0.008884182037478304,0.3629807692307692,32.982267866278995,3.02,0.14139536044523754,0.003460740149161228,Moderate relative use,Lower relative use,False
6128,Karnataka,Bengaluru,2022,Zaid,Wheat,1549.63,20.3,43.6,Alluvial,Rain-fed,81.72,46.96,2269.06,6.54,45782.06,226992.0,14839.652399999999,0.08002936857562408,0.13926746166950596,100.03790115730743,6.54,0.03601491366468934,0.0206957947343834,Lower relative use,Higher relative use,False
6129,Karnataka,Bengaluru,2022,Zaid,Cotton,1942.91,18.0,62.2,Black,Canal,280.05,9.46,3062.27,3.04,21041.81,105227.0,9309.3008,0.010855204427780754,0.321353065539112,34.36241742236968,3.0400000000000005,0.09145176617345956,0.0030892115979322533,Moderate relative use,Lower relative use,False
6130,Karnataka,Bengaluru,2022,Kharif,Maize,1274.17,22.2,71.7,Red,Rain-fed,443.7,48.45,4281.59,5.42,42043.43,308552.0,23206.217800000002,0.01221546089700248,0.11186790505675953,72.06481704226701,5.42,0.10362972633998117,0.011315889657814037,Higher relative use,Higher relative use,False
6131,Karnataka,Bengaluru,2022,Kharif,Wheat,591.72,36.5,50.3,Black,Canal,51.46,10.74,428.47,7.61,37791.16,51804.99999999999,3260.6567000000005,0.14788184998056744,0.7085661080074488,120.90694797768803,7.61,0.12010175741592176,0.025065932270637383,Lower relative use,Lower relative use,False
6132,Karnataka,Bengaluru,2022,Zaid,Wheat,1253.47,22.9,52.7,Black,Tube Well,191.74,42.34,1538.19,7.63,51453.22,143979.0,11736.3897,0.03979347032439762,0.18020784128483702,93.60287090671503,7.63,0.12465300125472147,0.027525858313992423,Moderate relative use,Moderate relative use,False
6133,Karnataka,Bengaluru,2022,Zaid,Pulses,1070.55,23.3,40.3,Red,Sprinkler,304.2,14.86,3984.95,3.46,28181.9,121558.0,13787.927,0.011374095989480606,0.2328398384925976,30.50427232462139,3.46,0.07633721878568113,0.0037290304771703535,Moderate relative use,Lower relative use,False
6134,Karnataka,Bengaluru,2022,Zaid,Barley,606.03,30.3,80.7,Sandy,Drip,178.94,48.41,1757.72,6.55,63972.2,186668.0,11513.066,0.03660444841846429,0.13530262342491223,106.1989395353071,6.550000000000001,0.10180233484286462,0.02754136039869831,Moderate relative use,Higher relative use,False
6135,Karnataka,Bengaluru,2022,Kharif,Wheat,550.78,26.5,88.4,Alluvial,Rain-fed,431.75,56.31,796.4,2.52,18865.14,26397.000000000004,2006.9279999999999,0.005836711059640996,0.044752264251465106,33.145404319437475,2.52,0.5421270718232044,0.0707056755399297,Higher relative use,Higher relative use,True
6136,Karnataka,Bengaluru,2022,Rabi,Wheat,1208.57,26.4,66.2,Laterite,Rain-fed,100.72,16.37,3893.72,2.06,37786.92,70939.0,8021.0632,0.0204527402700556,0.12583995113011606,18.21882415787473,2.06,0.025867294001623128,0.004204205746689542,Lower relative use,Lower relative use,False
6137,Karnataka,Bengaluru,2022,Zaid,Sugarcane,2143.97,19.8,52.3,Alluvial,Drip,244.71,23.16,2296.34,1.47,17455.46,35274.0,3375.6198,0.006007110457275959,0.06347150259067358,15.360965710652602,1.47,0.1065652298875602,0.010085614499595007,Moderate relative use,Moderate relative use,False
6138,Karnataka,Bengaluru,2022,Rabi,Millets,1901.05,25.8,71.0,Black,Sprinkler,313.03,36.39,3387.96,2.13,52706.28,77541.0,7216.3548,0.00680445963645657,0.05853256389117889,22.88722417029717,2.13,0.09239483346910825,0.010740976871037438,Moderate relative use,Moderate relative use,False
6139,Karnataka,Mysuru,2022,Zaid,Sugarcane,631.32,21.4,36.4,Laterite,Sprinkler,292.14,19.63,290.46,4.91,60086.94,13211.000000000002,1426.1586,0.016807010337509413,0.250127356087621,45.4830269228121,4.91,1.0057839289403017,0.06758245541554775,Moderate relative use,Moderate relative use,False
6140,Karnataka,Mysuru,2022,Kharif,Barley,1252.9,23.9,57.6,Black,Tube Well,338.94,44.13,4856.04,2.68,30907.21,211470.0,13014.1872,0.007907004189532071,0.06072966236120553,43.54782909531223,2.68,0.06979761286974571,0.009087651666790224,Moderate relative use,Moderate relative use,False
6141,Karnataka,Mysuru,2022,Rabi,Cotton,549.06,35.5,72.9,Laterite,Drip,55.43,23.29,595.12,7.92,52984.75,72895.0,4713.3504,0.14288291538877865,0.3400601116358952,122.48790159967737,7.920000000000001,0.09314087915042345,0.03913496437693238,Lower relative use,Moderate relative use,False
6142,Karnataka,Mysuru,2022,Rabi,Rice,1128.52,31.5,86.2,Laterite,Rain-fed,218.31,17.12,4323.03,5.4,34146.78,294319.0,23344.362,0.02473546791260135,0.31542056074766356,68.08164643779942,5.4,0.05049930257250124,0.003960185332972476,Moderate relative use,Lower relative use,False
6143,Karnataka,Mysuru,2022,Rabi,Millets,1526.17,34.8,45.3,Red,Tube Well,239.02,41.27,4295.47,6.51,57118.31,497039.00000000006,27963.509700000002,0.02723621454271609,0.1577417009934577,115.71236674915667,6.51,0.055644667521831136,0.009607796120098615,Moderate relative use,Moderate relative use,False
6144,Karnataka,Mysuru,2022,Rabi,Wheat,878.52,30.6,78.9,Black,Canal,160.01,42.24,4428.01,7.86,57177.18,306410.0,34804.1586,0.04912192987938254,0.18607954545454544,69.19812737550276,7.86,0.03613587141853789,0.009539273849878387,Moderate relative use,Moderate relative use,False
6145,Karnataka,Mysuru,2022,Kharif,Sugarcane,1276.12,21.8,41.2,Alluvial,Drip,439.22,20.28,2577.29,8.34,62969.4,270499.0,21494.598599999998,0.018988206365830335,0.41124260355029585,104.9548168812978,8.34,0.17041931641375244,0.007868730333024224,Higher relative use,Moderate relative use,False
6146,Karnataka,Mysuru,2022,Zaid,Rice,1724.85,21.6,43.4,Alluvial,Tube Well,275.77,28.01,1191.45,3.37,38386.44,66977.0,4015.1865000000003,0.012220328534648441,0.1203141735094609,56.2146963783625,3.37,0.23145746779134665,0.023509169499349534,Moderate relative use,Moderate relative use,False
6147,Karnataka,Mysuru,2022,Zaid,Cotton,2196.04,34.9,88.5,Alluvial,Rain-fed,220.04,59.43,2360.29,6.54,51085.27,127081.0,15436.2966,0.02972186875113616,0.11004543160020192,53.841265268250936,6.54,0.09322583241889768,0.025179109346732818,Moderate relative use,Higher relative use,False
6148,Karnataka,Mysuru,2022,Kharif,Millets,1712.44,25.4,89.5,Red,Drip,199.36,38.8,688.33,3.11,20047.53,37166.0,2140.7063,0.015599919743178169,0.08015463917525774,53.994450336321236,3.1099999999999994,0.28962852120349253,0.056368311710952586,Moderate relative use,Moderate relative use,False
6149,Karnataka,Mysuru,2022,Kharif,Maize,507.57,26.8,62.7,Black,Canal,447.19,59.66,1318.85,3.58,24193.69,50866.0,4721.483,0.008005545741183838,0.06000670465973852,38.56844978579824,3.5800000000000005,0.33907570989877545,0.04523638017970202,Higher relative use,Higher relative use,False
6150,Karnataka,Mysuru,2022,Zaid,Sugarcane,2022.49,21.1,65.6,Sandy,Tube Well,419.13,32.14,2970.51,7.78,23581.49,260646.0,23110.5678,0.018562259919356762,0.24206596141879277,87.74452871729096,7.779999999999999,0.14109698334629406,0.010819690894829507,Higher relative use,Moderate relative use,False
6151,Karnataka,Mysuru,2022,Kharif,Wheat,1498.87,33.7,90.0,Red,Rain-fed,397.51,37.88,2521.83,5.19,44846.52,230728.00000000003,13088.297700000001,0.013056275313828584,0.1370116156282999,91.49228932957418,5.19,0.15762759583318464,0.015020838042215377,Higher relative use,Moderate relative use,False
6152,Karnataka,Mysuru,2022,Zaid,Sugarcane,673.95,28.3,77.3,Alluvial,Canal,393.37,37.77,3403.96,5.71,31363.16,240860.0,19436.6116,0.01451559600376236,0.15117818374371192,70.75876332271824,5.71,0.11556246254362566,0.011095900069331015,Higher relative use,Moderate relative use,False
6153,Karnataka,Mysuru,2022,Rabi,Millets,533.86,33.2,80.0,Black,Drip,284.09,36.15,3684.38,1.59,25238.84,101326.0,5858.1642,0.005596817909817312,0.04398340248962656,27.501506359278903,1.59,0.07710659595372897,0.009811691519332966,Moderate relative use,Moderate relative use,False
6154,Karnataka,Mysuru,2022,Zaid,Barley,1607.23,26.8,57.9,Red,Sprinkler,114.94,28.8,2281.97,8.1,12993.42,240700.0,18483.957,0.07047155037410822,0.28125,105.4790378488762,8.1,0.05036876032550823,0.012620674241992666,Lower relative use,Moderate relative use,False
6155,Karnataka,Mysuru,2022,Zaid,Barley,850.67,25.3,42.6,Laterite,Rain-fed,448.67,23.07,2471.14,2.27,40502.18,63466.0,5609.4878,0.005059397775648026,0.09839618552232336,25.682883203703554,2.27,0.1815639745218806,0.009335772153742808,Higher relative use,Moderate relative use,False
6156,Karnataka,Mysuru,2022,Kharif,Cotton,1159.94,22.3,84.9,Alluvial,Rain-fed,413.4,36.05,2398.57,5.57,12216.04,165840.0,13360.034900000002,0.013473633284954042,0.15450762829403608,69.1411966296585,5.57,0.17235269347986507,0.015029788582363656,Higher relative use,Moderate relative use,False
6157,Karnataka,Hubli,2022,Kharif,Barley,1137.1,19.2,82.3,Black,Rain-fed,413.26,49.83,1872.54,2.4,49093.41,54402.0,4494.096,0.005807481972608043,0.048163756773028296,29.052516902175654,2.4,0.22069488502248283,0.026610913518536318,Higher relative use,Higher relative use,True
6158,Karnataka,Hubli,2022,Zaid,Millets,600.43,35.6,36.2,Alluvial,Tube Well,114.37,26.72,3577.84,8.17,63878.08,522017.0,29230.952800000003,0.07143481682259334,0.30576347305389223,145.90283523019474,8.17,0.031966214252174496,0.007468193099747333,Lower relative use,Moderate relative use,False
6159,Karnataka,Hubli,2022,Kharif,Wheat,1117.04,29.3,52.5,Red,Canal,448.42,38.5,3552.48,1.37,20559.84,73592.0,4866.8976,0.00305517149101289,0.03558441558441559,20.715669053731478,1.37,0.12622731162455525,0.010837499437013016,Higher relative use,Moderate relative use,False
6160,Karnataka,Hubli,2022,Rabi,Rice,965.72,33.9,40.7,Sandy,Sprinkler,245.8,15.67,1158.29,5.59,43028.48,81304.0,6474.8411,0.022742066720911308,0.3567326100829611,70.19312952714778,5.59,0.2122093776170044,0.013528563658496577,Moderate relative use,Lower relative use,False
6161,Karnataka,Hubli,2022,Zaid,Sugarcane,974.98,35.0,48.0,Laterite,Rain-fed,240.1,7.6,2087.84,7.03,42990.87,139381.0,14677.515200000002,0.029279466888796336,0.925,66.75846808184535,7.03,0.11499923365775154,0.003640125680128745,Moderate relative use,Lower relative use,False
6162,Karnataka,Hubli,2022,Zaid,Maize,970.54,26.5,79.1,Laterite,Sprinkler,376.18,24.12,3331.51,4.16,25237.62,239098.0,13859.081600000001,0.01105853580732628,0.1724709784411277,71.76865745562823,4.16,0.1129157649234131,0.007239960258261268,Higher relative use,Moderate relative use,False
6163,Karnataka,Hubli,2022,Zaid,Millets,1721.28,20.7,51.7,Red,Sprinkler,90.05,30.32,3846.03,5.61,62544.45,198295.0,21576.228300000002,0.06229872293170462,0.18502638522427442,51.55836017919777,5.61,0.023413753922876316,0.00788345384721388,Lower relative use,Moderate relative use,False
6164,Karnataka,Hubli,2022,Zaid,Pulses,1423.84,36.4,82.0,Alluvial,Rain-fed,201.21,55.61,3914.71,6.26,27576.98,436718.0,24506.0846,0.031111773768699367,0.11256968171192232,111.55819971338873,6.26,0.05139844330742252,0.014205394524754068,Moderate relative use,Higher relative use,False
6165,Karnataka,Hubli,2022,Zaid,Sugarcane,1960.07,25.3,77.8,Alluvial,Canal,439.45,49.69,1425.85,5.64,26603.72,115164.0,8041.793999999999,0.012834224598930482,0.11350372308311531,80.76866430550199,5.64,0.30820212504821687,0.034849388084300596,Higher relative use,Higher relative use,False
6166,Karnataka,Hubli,2022,Rabi,Cotton,602.77,18.2,35.4,Sandy,Rain-fed,296.18,34.38,2373.96,5.9,31924.02,207728.00000000003,14006.364000000001,0.0199203187250996,0.17161140197789412,87.50273804107906,5.9,0.12476200104466798,0.014482131122681091,Moderate relative use,Moderate relative use,False
6167,Karnataka,Hubli,2022,Zaid,Millets,574.86,27.9,67.6,Sandy,Sprinkler,398.01,50.38,1973.75,8.27,31820.65,287027.0,16322.912499999999,0.02077837240270345,0.16415244144501784,145.4221659278024,8.27,0.20165167827739075,0.025525015832805576,Higher relative use,Higher relative use,False
6168,Karnataka,Hubli,2022,Zaid,Rice,1569.12,22.0,61.0,Red,Rain-fed,51.71,36.88,2526.27,2.81,17766.56,127447.0,7098.8187,0.05434152001547089,0.07619305856832971,50.44868521575287,2.81,0.020468912665708733,0.014598597932920869,Lower relative use,Moderate relative use,False
6169,Karnataka,Hubli,2022,Rabi,Millets,482.24,25.0,51.2,Red,Canal,301.04,32.19,2526.52,1.64,62266.65,55235.0,4143.4928,0.005447781025777304,0.050947499223361295,21.862086981302344,1.64,0.11915203521048716,0.01274084511501987,Moderate relative use,Moderate relative use,False
6170,Karnataka,Hubli,2022,Zaid,Barley,1827.72,36.5,48.2,Sandy,Drip,86.13,55.79,2662.68,1.53,26285.97,70406.0,4073.9004,0.017763845350052248,0.02742426958236243,26.44178046179038,1.53,0.03234710892784713,0.020952574098276926,Lower relative use,Higher relative use,False
6171,Karnataka,Hubli,2022,Zaid,Pulses,1052.52,31.7,40.8,Laterite,Drip,401.84,39.59,915.06,8.32,14605.62,100526.0,7613.2991999999995,0.020704758112681666,0.21015407931295782,109.85727711844032,8.32,0.43914060280200207,0.04326492251874195,Higher relative use,Moderate relative use,False
6172,Karnataka,Hubli,2022,Rabi,Millets,1549.52,23.8,87.9,Sandy,Canal,201.17,32.45,4095.31,5.09,35608.19,219898.0,20845.1279,0.02530198339712681,0.15685670261941448,53.69508047009872,5.09,0.04912204448503288,0.007923698083905736,Moderate relative use,Moderate relative use,False
6173,Karnataka,Hubli,2022,Kharif,Barley,1596.44,27.6,45.5,Black,Canal,56.95,13.28,3511.83,3.85,40241.52,187555.0,13520.5455,0.06760316066725197,0.28990963855421686,53.406628452971816,3.85,0.016216616407969637,0.0037815042299883537,Lower relative use,Lower relative use,False
6174,Karnataka,Hubli,2022,Rabi,Pulses,483.56,37.3,77.8,Red,Rain-fed,287.66,41.6,3383.09,4.04,43667.87,211067.0,13667.6836,0.01404435792254745,0.09711538461538462,62.388822053211705,4.04,0.08502877546858051,0.012296450877747857,Moderate relative use,Moderate relative use,False
6175,Karnataka,Belagavi,2022,Rabi,Pulses,874.5,31.7,44.6,Laterite,Drip,134.79,29.05,2141.25,6.8,43400.33,144515.0,14560.5,0.05044884635358706,0.23407917383820998,67.49095154699359,6.8,0.0629492119089317,0.013566841798015178,Lower relative use,Moderate relative use,False
6176,Karnataka,Belagavi,2022,Zaid,Barley,1442.92,31.2,43.7,Laterite,Canal,91.48,23.15,2913.0,5.42,42398.43,188893.0,15788.46,0.059247923043288145,0.23412526997840175,64.84483350497769,5.42,0.03140405080672846,0.007947133539306556,Lower relative use,Moderate relative use,False
6177,Karnataka,Belagavi,2022,Zaid,Pulses,1866.13,28.9,74.1,Sandy,Rain-fed,273.91,12.62,1406.79,7.04,50802.79,159349.0,9903.8016,0.02570187287795261,0.5578446909667195,113.27134824671771,7.040000000000001,0.19470567746429818,0.008970777443683848,Moderate relative use,Lower relative use,False
6178,Karnataka,Belagavi,2022,Zaid,Rice,1665.52,25.4,51.9,Red,Canal,105.56,28.39,1148.86,6.74,28032.89,103641.0,7743.3164,0.06384994316028798,0.23740753786544558,90.21203627944223,6.74,0.09188238775829954,0.02471145309263096,Lower relative use,Moderate relative use,False
6179,Karnataka,Belagavi,2022,Kharif,Cotton,744.69,28.1,86.2,Red,Rain-fed,148.76,46.15,4330.88,4.27,27700.03,307128.0,18492.8576,0.028703952675450388,0.09252437703141927,70.91584158415841,4.27,0.034348677405053936,0.010656032954041671,Lower relative use,Moderate relative use,False
6180,Karnataka,Belagavi,2022,Rabi,Millets,575.15,37.0,66.4,Laterite,Canal,97.13,46.27,4381.57,6.11,55681.55,331070.0,26771.3927,0.06290538453618862,0.13205100497082342,75.55967381555014,6.11,0.02216785307549577,0.01056014168437341,Lower relative use,Moderate relative use,False
6181,Karnataka,Belagavi,2022,Zaid,Millets,622.74,18.4,62.7,Red,Rain-fed,401.69,41.24,2591.42,5.08,20458.37,196672.0,13164.4136,0.012646568249147352,0.12318137730358875,75.8935255574164,5.08,0.1550076791874725,0.015914054842518774,Higher relative use,Moderate relative use,False
6182,Karnataka,Belagavi,2022,Kharif,Wheat,1911.86,29.3,45.5,Black,Canal,198.41,44.08,2541.04,4.6,57905.26,158271.0,11688.784,0.02318431530668817,0.1043557168784029,62.28591442873784,4.6,0.07808220256273023,0.017347227906683877,Moderate relative use,Moderate relative use,False
